Country,ISO3,Country of Origin,ISO3 of Origin,Population type,Source,Date,Individuals
Angola,AGO,Chad,TCD,Asylum-Seekers,"UNHCR, Government",2024-06-30,968
Angola,AGO,Chad,TCD,Asylum-Seekers,"UNHCR, Government",2024-07-31,968
Angola,AGO,Chad,TCD,Asylum-Seekers,"UNHCR, Government",2024-08-31,968
Angola,AGO,Chad,TCD,Asylum-Seekers,"UNHCR, Government",2024-09-30,968
Angola,AGO,Chad,TCD,Asylum-Seekers,"UNHCR, Government",2024-11-30,968
Angola,AGO,Côte d'Ivoire,CIV,Asylum-Seekers,"UNHCR, Government",2024-06-30,6357
Angola,AGO,Côte d'Ivoire,CIV,Asylum-Seekers,"UNHCR, Government",2024-07-31,6357
Angola,AGO,Côte d'Ivoire,CIV,Asylum-Seekers,"UNHCR, Government",2024-08-31,6357
Angola,AGO,Côte d'Ivoire,CIV,Asylum-Seekers,"UNHCR, Government",2024-09-30,6357
Angola,AGO,Côte d'Ivoire,CIV,Asylum-Seekers,"UNHCR, Government",2024-11-30,6357
Angola,AGO,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",2024-06-30,22960
Angola,AGO,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",2024-07-31,22971
Angola,AGO,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",2024-08-31,22992
Angola,AGO,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",2024-09-30,22947
Angola,AGO,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",2024-11-30,22978
Angola,AGO,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",2024-06-30,1874
Angola,AGO,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",2024-07-31,1874
Angola,AGO,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",2024-08-31,1874
Angola,AGO,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",2024-09-30,1874
Angola,AGO,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",2024-11-30,1874
Angola,AGO,Guinea,GIN,Refugees,"UNHCR, Government",2024-06-30,9272
Angola,AGO,Guinea,GIN,Asylum-Seekers,"UNHCR, Government",2024-06-30,9272
Angola,AGO,Guinea,GIN,Refugees,"UNHCR, Government",2024-07-31,9272
Angola,AGO,Guinea,GIN,Asylum-Seekers,"UNHCR, Government",2024-07-31,9272
Angola,AGO,Guinea,GIN,Refugees,"UNHCR, Government",2024-08-31,9272
Angola,AGO,Guinea,GIN,Asylum-Seekers,"UNHCR, Government",2024-08-31,9272
Angola,AGO,Guinea,GIN,Refugees,"UNHCR, Government",2024-09-30,9272
Angola,AGO,Guinea,GIN,Asylum-Seekers,"UNHCR, Government",2024-09-30,9272
Angola,AGO,Guinea,GIN,Asylum-Seekers,"UNHCR, Government",2024-11-30,9272
Angola,AGO,Liberia,LBR,Asylum-Seekers,"UNHCR, Government",2024-06-30,639
Angola,AGO,Liberia,LBR,Asylum-Seekers,"UNHCR, Government",2024-07-31,639
Angola,AGO,Liberia,LBR,Asylum-Seekers,"UNHCR, Government",2024-08-31,639
Angola,AGO,Liberia,LBR,Asylum-Seekers,"UNHCR, Government",2024-09-30,639
Angola,AGO,Liberia,LBR,Asylum-Seekers,"UNHCR, Government",2024-11-30,639
Angola,AGO,Mauritania,MRT,Asylum-Seekers,"UNHCR, Government",2024-06-30,5725
Angola,AGO,Mauritania,MRT,Asylum-Seekers,"UNHCR, Government",2024-07-31,5722
Angola,AGO,Mauritania,MRT,Asylum-Seekers,"UNHCR, Government",2024-08-31,5722
Angola,AGO,Mauritania,MRT,Asylum-Seekers,"UNHCR, Government",2024-09-30,5722
Angola,AGO,Mauritania,MRT,Asylum-Seekers,"UNHCR, Government",2024-11-30,5725
Angola,AGO,Others,,Asylum-Seekers,"UNHCR, Government",2024-06-30,1323
Angola,AGO,Others,,Asylum-Seekers,"UNHCR, Government",2024-07-31,1323
Angola,AGO,Others,,Asylum-Seekers,"UNHCR, Government",2024-08-31,1323
Angola,AGO,Others,,Asylum-Seekers,"UNHCR, Government",2024-09-30,1323
Angola,AGO,Others,,Asylum-Seekers,"UNHCR, Government",2024-11-30,1323
Angola,AGO,Rwanda,RWA,Refugees,"UNHCR, Government",2024-06-30,628
Angola,AGO,Rwanda,RWA,Refugees,"UNHCR, Government",2024-07-31,628
Angola,AGO,Rwanda,RWA,Refugees,"UNHCR, Government",2024-08-31,628
Angola,AGO,Rwanda,RWA,Refugees,"UNHCR, Government",2024-09-30,628
Angola,AGO,Rwanda,RWA,Refugees,"UNHCR, Government",2024-11-30,628
Angola,AGO,Sierra Leone,SLE,Refugees,"UNHCR, Government",2024-06-30,1910
Angola,AGO,Sierra Leone,SLE,Asylum-Seekers,"UNHCR, Government",2024-06-30,1910
Angola,AGO,Sierra Leone,SLE,Refugees,"UNHCR, Government",2024-07-31,1910
Angola,AGO,Sierra Leone,SLE,Asylum-Seekers,"UNHCR, Government",2024-07-31,1910
Angola,AGO,Sierra Leone,SLE,Refugees,"UNHCR, Government",2024-08-31,1910
Angola,AGO,Sierra Leone,SLE,Refugees,"UNHCR, Government",2024-09-30,1910
Angola,AGO,Sierra Leone,SLE,Asylum-Seekers,"UNHCR, Government",2024-09-30,1910
Angola,AGO,Sierra Leone,SLE,Asylum-Seekers,"UNHCR, Government",2024-11-30,1910
Angola,AGO,Somalia,SOM,Refugees,"UNHCR, Government",2024-06-30,2002
Angola,AGO,Somalia,SOM,Refugees,"UNHCR, Government",2024-07-31,2002
Angola,AGO,Somalia,SOM,Refugees,"UNHCR, Government",2024-08-31,2002
Angola,AGO,Somalia,SOM,Refugees,"UNHCR, Government",2024-09-30,2002
Angola,AGO,Somalia,SOM,Refugees,"UNHCR, Government",2024-11-30,2002
Angola,AGO,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",2024-06-30,1949
Angola,AGO,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",2024-07-31,1949
Angola,AGO,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",2024-08-31,1949
Angola,AGO,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",2024-09-30,1949
Angola,AGO,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",2024-11-30,1949
Burundi,BDI,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-03-31,87580
Burundi,BDI,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",2024-03-31,87580
Burundi,BDI,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",2024-07-31,88931
Burundi,BDI,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",2024-07-31,88933
Burundi,BDI,Others,,Asylum-Seekers,"UNHCR, Government",2023-11-30,0
Burundi,BDI,Others,,Asylum-Seekers,"UNHCR, Government",2024-02-29,2
Burundi,BDI,Rwanda,RWA,Refugees,"UNHCR, Government",2024-03-31,961
Burundi,BDI,Rwanda,RWA,Refugees,"UNHCR, Government",2024-07-31,960
Burundi,BDI,Uganda,UGA,Refugees,"UNHCR, Government",2024-03-31,17
Burundi,BDI,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",2024-07-31,17
Burundi,BDI,Various,,Refugees,"UNHCR, Government",2024-03-31,41
Burundi,BDI,Various,,Refugees,"UNHCR, Government",2024-07-31,42
Benin,BEN,Burkina Faso,BFA,Refugees,"UNHCR, Government",2024-05-31,5396
Benin,BEN,Burkina Faso,BFA,Refugees,"UNHCR, Government",2024-06-30,5396
Benin,BEN,Burkina Faso,BFA,Refugees,"UNHCR, Government",2024-08-15,8605
Benin,BEN,Burkina Faso,BFA,Refugees,"UNHCR, Government",2024-08-15,8635
Benin,BEN,Burkina Faso,BFA,Refugees,"UNHCR, Government",2024-08-31,8711
Benin,BEN,Burkina Faso,BFA,Refugees,"UNHCR, Government",2024-09-30,8629
Benin,BEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-05-31,1228
Benin,BEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-06-30,1228
Benin,BEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-08-15,1228
Benin,BEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-08-15,1258
Benin,BEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-08-31,1229
Benin,BEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-09-30,1230
Benin,BEN,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2023-02-28,0
Benin,BEN,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-08-15,0
Benin,BEN,Togo,TGO,Refugees,"UNHCR, Government",2024-05-31,4716
Benin,BEN,Togo,TGO,Refugees,"UNHCR, Government",2024-06-30,4716
Benin,BEN,Togo,TGO,Refugees,"UNHCR, Government",2024-08-15,4717
Benin,BEN,Togo,TGO,Refugees,"UNHCR, Government",2024-08-15,4716
Benin,BEN,Togo,TGO,Refugees,"UNHCR, Government",2024-08-31,4717
Benin,BEN,Togo,TGO,Refugees,"UNHCR, Government",2024-09-30,4718
Benin,BEN,Various,,Asylum-Seekers,"UNHCR, Government",2024-05-31,8373
Benin,BEN,Various,,Asylum-Seekers,"UNHCR, Government",2024-06-30,4714
Benin,BEN,Various,,Refugees,"UNHCR, Government",2024-08-15,2522
Benin,BEN,Various,,Refugees,"UNHCR, Government",2024-08-15,2515
Benin,BEN,Various,,Refugees,"UNHCR, Government",2024-08-31,2485
Benin,BEN,Various,,Refugees,"UNHCR, Government",2024-09-30,2545
Burkina Faso,BFA,Burundi,BDI,Refugees,"UNHCR, Government",2024-04-30,25
Burkina Faso,BFA,Burundi,BDI,Refugees,"UNHCR, Government",2024-06-30,25
Burkina Faso,BFA,Burundi,BDI,Refugees,"UNHCR, Government",2024-07-31,25
Burkina Faso,BFA,Burundi,BDI,Refugees,"UNHCR, Government",2024-08-31,25
